,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
905,58486.547454,g,14.641,0.019,positive,,
906,58486.534329,g,14.621,0.022,positive,,
907,58486.532963,g,14.674,0.026,positive,,
912,58480.53765,g,14.707,0.024,positive,,
913,58480.507616,g,14.8,0.017,positive,,
914,58480.506204,g,14.74,0.018,positive,,
915,58480.505752,g,14.712,0.017,positive,,
916,58476.552558,g,14.858,0.025,positive,,
921,58471.511933,g,14.892,0.021,positive,,
922,58471.51147,g,14.835,0.027,positive,,
926,58464.50838,g,15.078,0.033,positive,,
928,58464.492998,g,15.031,0.023,positive,,
929,58461.493507,g,15.054,0.033,positive,,
930,58461.49206,g,15.178,0.032,positive,,
931,58461.468449,g,15.086,0.032,positive,,
932,58450.514167,g,15.461,0.029,positive,,
933,58450.491343,g,15.427,0.031,positive,,
934,58450.490891,g,15.496,0.028,positive,,
935,58450.489433,g,15.452,0.03,positive,,
941,58443.491053,g,15.843,0.033,positive,,
950,58440.469838,g,15.976,0.025,positive,,
951,58440.469375,g,16.001,0.036,positive,,
952,58440.4689,g,15.951,0.036,positive,,
953,58440.451181,g,15.365,0.069,positive,,
958,58432.488287,g,16.137,0.039,positive,,
959,58432.487338,g,16.158,0.046,positive,,
960,58432.486875,g,16.215,0.034,positive,,
961,58432.4689,g,16.205,0.035,positive,,
964,58429.49272,g,16.365,0.047,positive,,
965,58429.472593,g,16.256,0.056,positive,,
969,58426.464062,g,16.318,0.052,positive,,
970,58426.463611,g,16.502,0.064,positive,,
973,58423.489688,g,16.414,0.041,positive,,
974,58423.48831,g,16.405,0.04,positive,,
